trial_id,condition,image_A,image_B,visual_A,visual_B,graph_A,graph_B,visual_similarity_score,graph_similarity_score,screening_score,is_practice
hdbscan_best_VpSp_0089,VpSp,LD_01_Belicose Ln_08_facade.jpg,KG_29_Penang St_6_facade.jpg,4,4,5,5,1.0,0.5836,50,False
hdbscan_best_VnSp_0323,VnSp,CT_09_BOON_TAT_St_13_facade.jpg,L37_facade.jpg,30,19,2,2,0.9955,1.0,80,False
hdbscan_best_VpSp_0105,VpSp,LD_04_CAMPBELL_LANE_B_14_facade.jpg,LD_37_ROWELL_Rd_B_34_facade.jpg,11,11,6,6,1.0,0.7765,50,False
hdbscan_best_VpSp_0047,VpSp,LD_24_Kerbau Rd_A_05_facade.jpg,KG_09_Bussorsh St_A_14_facade.jpg,10,10,23,23,0.9997,0.7231,100,False
hdbscan_best_VpSn_0190,VpSn,CT_53_TEMPLE_B_St_04_facade.jpg,CT_44_SMITH_St_08_facade.jpg,13,13,19,5,0.9998,-0.2433,100,False
hdbscan_best_VnSn_0563,VnSn,CT_54_TEMPLE_A_St_05_facade.jpg,CT_39_PAGODA_B_St_03_facade.jpg,13,22,19,26,0.9895,-0.0729,100,False
hdbscan_best_VpSn_0171,VpSn,CT_13_CLUB_A_St_12_facade.jpg,KG_04_Arab St_B_35_facade.jpg,15,15,20,27,1.0,0.0178,80,False
hdbscan_best_VnSp_0440,VnSp,LD_38_Serangoon Rd_A_01_facade.jpg,KG_07_Bali Lane_15_facade.jpg,28,30,1,1,0.987,0.939,100,False
hdbscan_best_VpSp_0092,VpSp,CT_54_TEMPLE_A_St_20_facade.jpg,CT_17_CRAIG_Rd_B_10_facade.jpg,13,13,19,19,0.9997,0.9159,100,False
hdbscan_best_VpSn_0205,VpSn,CT_24_JIAK_CHUAN_Rd_01_facade.jpg,CT_46_SOUTH_BRIDGE_Rd_B_45_facade.jpg,25,25,2,18,0.9999,0.1359,80,False
hdbscan_best_VnSn_0569,VnSn,LD_21_Jalan Besar Rd_22_facade.jpg,KG_09_Bussorsh St_A_10_facade.jpg,29,16,2,23,0.9648,-0.3378,100,False
hdbscan_best_VpSp_0045,VpSp,LD_18_DUNLOP_St_B_15_facade.jpg,LD_18_DUNLOP_St_B_12_facade.jpg,17,17,6,6,0.9999,0.8651,100,False
hdbscan_best_VnSn_0462,VnSn,CT_20_DUXTON_HILL_A_19_facade.jpg,LD_40_Syed Alwi Rd_A_32_facade.jpg,29,12,18,14,0.9728,-0.0542,100,False
hdbscan_best_VnSp_0307,VnSp,KG_10_Bussorsh St_B_9_facade.jpg,KG_22_Jalan Pisang_B_6_facade.jpg,24,19,2,2,0.9953,0.9938,100,False
hdbscan_best_VnSn_0507,VnSn,CT_57_TGPAGAR_A_Rd_47_facade.jpg,LD_37_ROWELL_Rd_B_32_facade.jpg,29,18,4,6,0.9886,0.4734,100,False
hdbscan_best_VpSp_0070,VpSp,LD_27_MADRA_St_A_03_facade.jpg,LD_04_CAMPBELL_LANE_B_09_facade.jpg,19,19,2,2,0.9999,1.0,100,False
hdbscan_best_VnSp_0370,VnSp,KG_08_Beach Rd_7_facade.jpg,BQ_07_BOAT QUEY_40_facade.jpg,19,12,2,2,0.9856,0.6929,50,False
hdbscan_best_VpSn_0198,VpSn,CT_10_BUKIT_PASOH_B_Rd_18_facade.jpg,LD_23_Jalan Besar Rd_B_10_facade.jpg,8,8,22,20,0.9999,0.2492,100,False
hdbscan_best_VpSp_0098,VpSp,CT_27_KEONG_SAIK_Rd_03_facade.jpg,CT_37_NEW_BRIDGE_Rd_29_facade.jpg,7,7,13,13,1.0,0.6985,50,False
hdbscan_best_VpSn_0173,VpSn,LD_35_Race Course_14_facade.jpg,KG_11_Haji Lane_A_08_facade.jpg,12,12,8,6,0.9946,0.495,100,False
hdbscan_best_VpSn_0208,VpSn,LD_45_UPPER_WELD_Rd_A_33_facade.jpg,KG_04_Arab St_B_21_facade.jpg,6,6,14,5,1.0,-0.3462,100,False
hdbscan_best_VpSp_0014,VpSp,CT_54_TEMPLE_A_St_09_facade.jpg,CT_42_SMITH_A_St_10_facade.jpg,13,13,19,19,1.0,0.7518,100,False
hdbscan_best_VnSn_0539,VnSn,LD_45_UPPER_WELD_Rd_A_09_facade.jpg,KG_10_Bussorsh St_B_24_facade.jpg,16,30,16,6,0.9744,-0.3378,100,False
hdbscan_best_VpSn_0169,VpSn,CT_09_BOON_TAT_St_01_facade.jpg,CT_56_TEO_HONG_Rd_09_facade.jpg,23,23,19,21,0.9965,0.3428,100,False
hdbscan_best_VnSn_0454,VnSn,KG_28_North Bridge Rd_B_53_facade.jpg,LD_17_DUNLOP_St_A_47_facade.jpg,28,20,15,2,0.9961,0.1259,100,False
hdbscan_best_VnSn_0564,VnSn,CT_53_TEMPLE_B_St_02_facade.jpg,KG_27_North Bridge Rd_A_26_facade.jpg,20,27,6,5,0.9966,0.585,100,False
hdbscan_best_VnSp_0448,VnSp,CT_43_SMITH_B_St_04_facade.jpg,CT_54_TEMPLE_A_St_23_facade.jpg,23,13,19,19,0.9991,0.9689,100,False
hdbscan_best_VpSn_0216,VpSn,LD_22_Japan Besar Rd_A_02_facade.jpg,KG_04_Arab St_B_36_facade.jpg,15,15,0,27,0.9999,0.1028,100,False
hdbscan_best_VnSp_0319,VnSp,CT_43_SMITH_B_St_14_facade.jpg,LD_47_VEERASAMY_Rd_A_01_facade.jpg,12,1,5,5,0.8895,0.6614,50,False
hdbscan_best_VpSp_0084,VpSp,LD_01_Belicose Ln_02_facade.jpg,KG_29_Penang St_10_facade.jpg,4,4,5,5,1.0,0.6185,50,False
hdbscan_best_VpSn_0160,VpSn,LD_44_UPPER_DICKSON_Rd_B_11_facade.jpg,LD_02_Buffalo Rd_14_facade.jpg,18,18,23,20,0.9995,-0.2204,100,False
hdbscan_best_VpSn_0181,VpSn,CT_32_MOSQUE_B_St_10_facade.jpg,CT_60_TRAS_B_St_01_facade.jpg,22,22,26,23,0.9987,-0.1398,100,False
hdbscan_best_VnSp_0421,VnSp,LD_05_Chandler Rd_06_facade.jpg,LD_37_ROWELL_Rd_B_34_facade.jpg,12,11,6,6,0.9966,0.7765,100,False
hdbscan_best_VpSp_0067,VpSp,LD_05_Chandler Rd_04_facade.jpg,CT_53_TEMPLE_B_St_03_facade.jpg,20,20,6,6,0.9998,0.8347,100,False
hdbscan_best_VpSn_0247,VpSn,CT_01_AMOY_A_St_33_facade.jpg,LD_18_DUNLOP_St_B_08_facade.jpg,12,12,26,8,0.9964,0.3458,100,False
hdbscan_best_VpSp_0032,VpSp,LD_13_DESKER_Rd_A_16_facade.jpg,KG_15_Jalan Kledek_A_1_facade.jpg,11,11,6,6,1.0,0.9032,100,False
manual_added_0007,VpSn,CT_38_PAGODA_A_St_12_facade.jpg,CT_62_TRENGGANU_B_St_15_facade.jpg,12,12,13,8,1.0,0.8996,100,False
hdbscan_best_VnSn_0550,VnSn,CT_19_DUXTON_B_Rd_36_facade.jpg,LD_43_UPPER_DICKSON_Rd_A_14_facade.jpg,29,27,18,6,0.9835,0.1126,100,False
hdbscan_best_VpSn_0300,VpSn,CT_25_KEONG_SAIK_A_Rd_09_facade.jpg,CT_38_PAGODA_A_St_19_facade.jpg,22,22,27,26,0.9996,0.7778,50,False
hdbscan_best_VpSn_0188,VpSn,LD_38_Serangoon Rd_A_23_facade.jpg,CT_13_CLUB_A_St_01_facade.jpg,9,9,5,11,0.9993,0.4763,50,False
hdbscan_best_VnSp_0377,VnSp,LD_02_Buffalo Rd_20_facade.jpg,LD_32_NORRIS_Rd_B_14_facade.jpg,27,19,6,6,0.9953,0.8826,100,False
hdbscan_best_VpSn_0177,VpSn,BQ_02_CIRCULAR Rd_B_35_facade.jpg,KG_12_Haji Lane_B_19_facade.jpg,12,12,8,2,0.9917,-0.0097,80,False
hdbscan_best_VpSp_0069,VpSp,CT_57_TGPAGAR_A_Rd_34_facade.jpg,KG_27_North Bridge Rd_A_21_facade.jpg,28,28,2,2,0.9992,0.81,50,False
manual_added_0005,VpSn,KG_23_Jalan Sultan_6_facade.jpg,LD_40_Syed Alwi Rd_A_43_facade.jpg,3,3,16,22,1.0,0.1143,100,False
hdbscan_best_VnSn_0594,VnSn,LD_45_UPPER_WELD_Rd_A_39_facade.jpg,KG_12_Haji Lane_B_05_facade.jpg,29,24,4,1,0.9897,0.1721,100,False
hdbscan_best_VpSp_0111,VpSp,KG_11_Haji Lane_A_19_facade.jpg,KG_07_Bali Lane_2_facade.jpg,2,2,2,2,1.0,0.6979,50,False
hdbscan_best_VpSn_0282,VpSn,CT_11_BUKIT_PASOH_A_Rd_09_facade.jpg,KG_04_Arab St_B_35_facade.jpg,15,15,25,27,1.0,0.3948,100,False
hdbscan_best_VnSp_0316,VnSp,LD_02_Buffalo Rd_06_facade.jpg,LD_13_DESKER_Rd_A_45_facade.jpg,25,16,23,23,0.969,0.7268,50,False
hdbscan_best_VnSn_0516,VnSn,LD_38_Serangoon Rd_A_09_facade.jpg,KG_29_Penang St_12_facade.jpg,28,19,1,5,0.9899,0.4267,100,False
hdbscan_best_VnSp_0372,VnSp,LD_39_Serangoon Rd_B_61_facade.jpg,CT_32_MOSQUE_B_St_06_facade.jpg,29,21,5,5,0.9454,0.2615,50,False
hdbscan_best_VnSp_0426,VnSp,LD_04_CAMPBELL_LANE_B_12_facade.jpg,KG_24_Kandahar St_13_facade.jpg,18,30,20,20,0.9948,0.9597,100,False
hdbscan_best_VnSp_0309,VnSp,CT_57_TGPAGAR_A_Rd_33_facade.jpg,CT_10_BUKIT_PASOH_B_Rd_16_facade.jpg,12,30,5,5,0.9695,0.6051,100,False
hdbscan_best_VnSn_0459,VnSn,KG_28_North Bridge Rd_B_54_facade.jpg,CT_51_TELOK_AYER_B_St_26_facade.jpg,12,23,9,19,0.9331,-0.1831,100,False
hdbscan_best_VnSp_0420,VnSp,LD_38_Serangoon Rd_A_17_facade.jpg,KG_23_Jalan Sultan_31_facade.jpg,28,29,2,2,0.9939,0.7281,100,False
hdbscan_best_VpSp_0015,VpSp,CT_14_CLUB_B_St_27_facade.jpg,CT_07_ANN_SIANG_Rd_A_02_facade.jpg,23,23,23,23,0.9997,0.7059,100,False
hdbscan_best_VnSp_0393,VnSp,CT_01_AMOY_A_St_10_facade.jpg,CT_42_SMITH_A_St_10_facade.jpg,29,13,19,19,0.9835,0.6133,100,False
hdbscan_best_VpSn_0165,VpSn,CT_15_CLUB_A02_St_05_facade.jpg,KG_23_Jalan Sultan_25_facade.jpg,29,29,4,2,0.9998,0.1207,100,False
hdbscan_best_VnSn_0528,VnSn,LD_18_DUNLOP_St_B_32_facade.jpg,CT_28_KRETA_AYER_Rd_16_facade.jpg,27,14,6,27,0.9388,-0.378,100,False
hdbscan_best_VnSp_0301,VnSp,CT_28_KRETA_AYER_Rd_23_facade.jpg,CT_37_NEW_BRIDGE_Rd_16_facade.jpg,14,22,27,27,0.998,0.8844,100,False
hdbscan_best_VpSn_0194,VpSn,LD_47_VEERASAMY_Rd_A_01_facade.jpg,LD_47_VEERASAMY_Rd_A_19_facade.jpg,1,1,5,6,0.9999,-0.4294,50,False
hdbscan_best_VpSn_0166,VpSn,CT_37_NEW_BRIDGE_Rd_33_facade.jpg,CT_27_KEONG_SAIK_Rd_02_facade.jpg,7,7,13,10,0.9998,0.4461,100,False
hdbscan_best_VnSp_0433,VnSp,CT_45_SOUTH_BRIDGE_Rd_A_03_facade.jpg,KG_11_Haji Lane_A_08_facade.jpg,23,12,6,6,0.949,0.1594,50,False
hdbscan_best_VpSp_0013,VpSp,CT_40_PECKSEAH_St_14_facade.jpg,CT_40_PECKSEAH_St_08_facade.jpg,5,5,23,23,1.0,0.9565,100,False
hdbscan_best_VnSn_0591,VnSn,CT_43_SMITH_B_St_07_facade.jpg,CT_27_KEONG_SAIK_Rd_04_facade.jpg,13,12,19,13,0.9494,0.2002,50,False
hdbscan_best_VnSp_0361,VnSp,BQ_07_BOAT QUEY_13_facade.jpg,CT_51_TELOK_AYER_B_St_16_facade.jpg,12,29,22,22,0.9723,0.897,100,False
hdbscan_best_VpSp_0081,VpSp,CT_54_TEMPLE_A_St_17_facade.jpg,CT_53_TEMPLE_B_St_07_facade.jpg,13,13,19,19,1.0,0.8362,80,False
manual_added_0006,VpSn,CT_57_TGPAGAR_A_Rd_13_facade.jpg,KG_27_North Bridge Rd_A_29_facade.jpg,28,28,2,5,1.0,0.5678,100,False
hdbscan_best_VnSp_0310,VnSp,LD_48_VEERASAMY_Rd_B_08_facade.jpg,CT_60_TRAS_B_St_07_facade.jpg,16,23,21,21,0.9803,0.5616,100,False
hdbscan_best_VnSp_0374,VnSp,KG_13_Jalan Klapa_A_2_facade.jpg,CT_40_PECKSEAH_St_11_facade.jpg,18,5,23,23,0.9979,0.7715,100,False
hdbscan_best_VnSn_0555,VnSn,CT_60_TRAS_B_St_03_facade.jpg,LD_14_DESKER_Rd_B_37_facade.jpg,22,16,23,20,0.9853,0.0468,100,False
hdbscan_best_VnSn_0548,VnSn,LD_31_NORRIS_Rd_A_02_facade.jpg,LD_07_CLIVE_St_A_05_facade.jpg,16,12,14,6,0.9599,-0.3805,100,False
hdbscan_best_VpSn_0259,VpSn,CT_35_NEIL_B_Rd_25_facade.jpg,CT_47_STANLEY_St_14_facade.jpg,29,29,22,17,0.9954,0.3865,100,False
hdbscan_best_VnSp_0318,VnSp,CT_14_CLUB_B_St_06_facade.jpg,LD_41_Syed Alwi Rd_B_02_facade.jpg,25,19,2,2,0.999,0.8241,100,False
hdbscan_best_VpSp_0056,VpSp,LD_15_DICKSON_Rd_A_07_facade.jpg,KG_15_Jalan Kledek_A_1_facade.jpg,11,11,6,6,0.9999,0.8124,100,False
hdbscan_best_VnSp_0336,VnSp,CT_35_NEIL_B_Rd_39_facade.jpg,CT_60_TRAS_B_St_14_facade.jpg,22,19,5,5,0.9699,0.3996,50,False
hdbscan_best_VnSp_0429,VnSp,CT_50_TELOK_AYER_A_St_15_facade.jpg,BQ_04_LOK TELOK Rd_A_12_facade.jpg,23,29,4,4,0.9695,0.844,100,False
hdbscan_best_VpSp_0082,VpSp,CT_58_TGPAGAR_B_Rd_24_facade.jpg,CT_32_MOSQUE_B_St_20_facade.jpg,22,22,26,26,0.9997,0.944,100,False
hdbscan_best_VpSp_0130,VpSp,CT_28_KRETA_AYER_Rd_21_facade.jpg,CT_59_TRAS_A_St_15_facade.jpg,14,14,27,27,1.0,0.8285,50,False
hdbscan_best_VnSn_0542,VnSn,LD_12_DALHOUSIE LANE_B_13_facade.jpg,LD_31_NORRIS_Rd_A_14_facade.jpg,27,16,2,23,0.9689,-0.358,100,False
hdbscan_best_VpSp_0009,VpSp,CT_54_TEMPLE_A_St_08_facade.jpg,CT_17_CRAIG_Rd_B_10_facade.jpg,13,13,19,19,0.9999,0.7391,100,False
manual_added_0004,VpSn,KG_09_Bussorsh St_A_21_facade.jpg,LD_31_NORRIS_Rd_A_12_facade.jpg,16,16,20,23,0.9994,0.4739,100,False
hdbscan_best_VnSn_0482,VnSn,LD_39_Serangoon Rd_B_33_facade.jpg,CT_15_CLUB_B02_St_04_facade.jpg,28,22,5,26,0.9315,-0.4639,100,False
hdbscan_best_VnSp_0322,VnSp,LD_41_Syed Alwi Rd_B_34_facade.jpg,KG_01_Aliwal St_A_9_facade.jpg,15,18,14,14,0.9905,0.3558,50,False
hdbscan_best_VnSn_0549,VnSn,CT_11_BUKIT_PASOH_A_Rd_06_facade.jpg,CT_35_NEIL_B_Rd_17_facade.jpg,15,29,25,23,0.9552,-0.1786,100,False
hdbscan_best_VpSp_0008,VpSp,LD_37_ROWELL_Rd_B_47_facade.jpg,LD_15_DICKSON_Rd_A_08_facade.jpg,11,11,6,6,0.9999,0.6039,100,False
hdbscan_best_VpSn_0214,VpSn,CT_32_MOSQUE_B_St_21_facade.jpg,CT_58_TGPAGAR_B_Rd_37_facade.jpg,22,22,26,24,0.9999,0.6338,100,False
hdbscan_best_VpSp_0135,VpSp,CT_16_CRAIG_Rd_A_01_facade.jpg,LD_41_Syed Alwi Rd_B_34_facade.jpg,15,15,14,14,0.9998,0.7542,50,False
hdbscan_best_VpSp_0129,VpSp,KG_27_North Bridge Rd_A_52_facade.jpg,CT_57_TGPAGAR_A_Rd_13_facade.jpg,28,28,2,2,0.9994,0.9884,100,False
hdbscan_best_VnSp_0398,VnSp,LD_18_DUNLOP_St_B_60_facade.jpg,LD_02_Buffalo Rd_19_facade.jpg,27,19,6,6,0.9971,0.5702,50,False
hdbscan_best_VnSp_0446,VnSp,KG_04_Arab St_B_21_facade.jpg,KG_27_North Bridge Rd_A_16_facade.jpg,6,29,5,5,0.9659,0.9781,100,False
hdbscan_best_VnSn_0518,VnSn,LD_13_DESKER_Rd_A_09_facade.jpg,BQ_01_CIRCULAR Rd_A_08_facade.jpg,27,12,20,6,0.9916,0.0462,100,False
hdbscan_best_VpSp_0120,VpSp,KG_10_Bussorsh St_B_32_facade.jpg,KG_11_Haji Lane_A_14_facade.jpg,24,24,2,2,0.9991,1.0,100,False
hdbscan_best_VnSp_0413,VnSp,KG_08_Beach Rd_10_facade.jpg,KG_22_Jalan Pisang_B_2_facade.jpg,30,27,2,2,0.9882,0.9868,100,False
hdbscan_best_VnSn_0522,VnSn,KG_27_North Bridge Rd_A_49_facade.jpg,LD_13_DESKER_Rd_A_28_facade.jpg,28,29,2,1,0.9978,0.2621,100,False
hdbscan_best_VpSp_0043,VpSp,LD_26_LEMBU_Rd_A_05_facade.jpg,KG_29_Penang St_6_facade.jpg,4,4,5,5,0.9999,0.724,100,False
hdbscan_best_VpSp_0100,VpSp,KG_02_Aliwal St_B_9_facade.jpg,KG_24_Kandahar St_10_facade.jpg,16,16,14,14,0.9999,0.4382,100,False
hdbscan_best_VpSn_0245,VpSn,CT_35_NEIL_B_Rd_36_facade.jpg,CT_09_BOON_TAT_St_02_facade.jpg,23,23,23,19,0.9992,0.4928,100,False
hdbscan_best_VnSp_0340,VnSp,LD_18_DUNLOP_St_B_36_facade.jpg,LD_37_ROWELL_Rd_B_37_facade.jpg,28,12,6,6,0.991,0.6894,100,False
hdbscan_best_VpSn_0152,VpSn,KG_11_Haji Lane_A_19_facade.jpg,LD_16_ DICKSON_Rd_B_02_facade.jpg,2,2,2,6,1.0,0.2219,100,False
hdbscan_best_VnSn_0451,VnSn,CT_25_KEONG_SAIK_A_Rd_25_facade.jpg,KG_23_Jalan Sultan_23_facade.jpg,8,28,21,12,0.9678,-0.2328,100,False
hdbscan_best_VnSp_0337,VnSp,CT_59_TRAS_A_St_11_facade.jpg,CT_37_NEW_BRIDGE_Rd_17_facade.jpg,14,22,27,27,0.9975,0.7093,80,False
hdbscan_best_VnSp_0354,VnSp,KG_03_Arab St_A_33_facade.jpg,KG_11_Haji Lane_A_33_facade.jpg,2,30,2,2,0.9394,0.6693,50,False
hdbscan_best_VnSn_0458,VnSn,KG_09_Bussorsh St_A_21_facade.jpg,BQ_07_BOAT QUEY_07_facade.jpg,16,24,20,5,0.9774,-0.0448,100,False
hdbscan_best_VpSn_0203,VpSn,LD_17_DUNLOP_St_A_14_facade.jpg,CT_14_CLUB_B_St_06_facade.jpg,25,25,5,2,0.9999,0.5831,80,False
hdbscan_best_VpSp_0140,VpSp,BQ_06_NORTH CANAL Rd_02_facade.jpg,KG_10_Bussorsh St_B_28_facade.jpg,25,25,2,2,0.9997,0.9884,100,False
hdbscan_best_VnSp_0331,VnSp,LD_18_DUNLOP_St_B_04_facade.jpg,LD_15_DICKSON_Rd_A_07_facade.jpg,12,11,6,6,0.9981,0.9456,100,False
hdbscan_best_VnSp_0386,VnSp,LD_24_Kerbau Rd_A_10_facade.jpg,LD_13_DESKER_Rd_A_03_facade.jpg,12,18,20,20,0.9822,0.8517,100,False
hdbscan_best_VpSn_0187,VpSn,CT_01_AMOY_A_St_27_facade.jpg,LD_18_DUNLOP_St_B_39_facade.jpg,26,26,2,6,0.9999,0.5099,100,False
hdbscan_best_VpSp_0011,VpSp,KG_23_Jalan Sultan_17_facade.jpg,KG_23_Jalan Sultan_12_facade.jpg,3,3,1,1,1.0,1.0,100,False
hdbscan_best_VnSn_0457,VnSn,KG_04_Arab St_B_38_facade.jpg,LD_14_DESKER_Rd_B_05_facade.jpg,12,16,13,14,0.9556,-0.1707,100,False
